"age","prior_job_count","department","proportion_401K","starting_salary","separated_ny","days_to_separate","job_level"
46.63,12,"human_resources",1,93726,1,1,"B"
46.4,6,"human_resources",0.2,92745,1,1,"E"
40.89,5,"human_resources",0.43,81784,0,1,"E"
34.79,8,"customer_service",0,69327,0,49.47,"A"
41.89,7,"human_resources",1,83764,1,1,"A"
44.1,4,"customer_service",0.84,88002,0,140.99,"D"
40.87,8,"customer_service",0.12,81495,0,14.1,"C"
45.69,14,"human_resources",0.94,91500,1,1,"A"
42.32,8,"human_resources",0.99,84563,1,1,"B"
43.92,10,"it_support",0.96,88138,0,2.7,"A"
38.69,9,"it_support",0.35,77559,0,12.28,"A"
49.71,7,"customer_service",0.7,98920,0,24.5,"C"
45.16,13,"customer_service",0.88,90440,0,11.55,"B"
42.32,5,"human_resources",0.56,84655,0,1,"C"
47.21,10,"human_resources",0.99,94407,1,1,"A"
34.99,5,"human_resources",0.48,70083,0,1,"B"
47.69,11,"human_resources",0.97,95150,1,1,"D"
48.69,8,"human_resources",0.86,97602,0,1,"C"
53.17,12,"human_resources",0.47,106135,1,1,"B"
46.05,10,"customer_service",0.21,92339,0,25.8,"D"
48.68,11,"customer_service",0.66,97634,0,163.08,"E"
38.55,11,"it_support",0.79,77173,1,4.64,"B"
49.1,11,"customer_service",0.81,97729,0,80.58,"B"
44.04,8,"human_resources",0.13,88059,0,1,"B"
51.32,11,"human_resources",0.12,102478,0,1,"B"
37.95,9,"customer_service",0.3,76006,0,67.44,"B"
51.23,15,"customer_service",0.75,102403,0,10.83,"D"
40.33,4,"customer_service",0.72,80552,0,0.98,"C"
46.34,12,"customer_service",0.76,93054,1,4.53,"E"
48.11,11,"customer_service",1,96457,0,124.67,"E"
47.45,6,"customer_service",0.7,94923,0,51.66,"A"
50.37,7,"customer_service",0.23,100550,0,17.25,"C"
38.28,11,"human_resources",0.94,76630,1,1,"C"
40.22,6,"customer_service",0.22,80200,0,30.34,"A"
38.96,12,"human_resources",0.99,78074,0,1,"A"
44.02,5,"human_resources",0.15,87879,1,1,"E"
44.69,11,"human_resources",0.54,89545,0,1,"A"
48.37,7,"human_resources",0.72,96535,1,1,"B"
41.98,9,"it_support",0.66,83700,0,9.97,"C"
48.77,15,"human_resources",0.47,97896,1,1,"E"
42.71,11,"human_resources",0.02,84964,0,1,"B"
42.07,6,"customer_service",0.89,84259,0,20.74,"D"
42.35,7,"human_resources",1,84696,0,1,"A"
43.08,10,"it_support",0.84,85913,0,2.16,"B"
38.84,4,"human_resources",0.87,77773,0,1,"A"
50.54,11,"it_support",0.95,101838,0,3.06,"A"
40.24,5,"human_resources",0.56,79884,0,1,"B"
46.85,3,"human_resources",0.65,93678,1,1,"A"
45.13,12,"human_resources",0.19,89722,0,1,"C"
46.52,9,"human_resources",1,92986,0,1,"D"
45.42,10,"human_resources",0.83,91321,0,1,"E"
44.95,11,"customer_service",0.99,90035,0,27.6,"A"
42.97,13,"customer_service",0.7,86055,0,50.6,"B"
50.66,13,"it_support",0.92,100873,0,13.77,"B"
40.96,4,"human_resources",0.9,81822,1,1,"E"
46.68,7,"human_resources",0.82,93784,1,1,"A"
35.91,7,"it_support",0.51,71592,1,1.93,"B"
47.65,8,"it_support",0.67,95644,0,6.35,"A"
43.51,9,"human_resources",0.78,86762,1,1,"E"
40.05,5,"customer_service",0.21,79798,0,70.75,"E"
46.79,6,"it_support",0.06,93161,0,17.36,"D"
45.58,6,"human_resources",0.9,91438,0,1,"A"
46.32,10,"it_support",0.05,92957,0,8.57,"C"
42.55,6,"human_resources",0.99,85088,0,1,"A"
41.92,7,"it_support",0.13,83906,0,9.97,"B"
51.17,9,"customer_service",1,101782,0,54.95,"B"
48.6,12,"human_resources",0.27,97177,0,1,"D"
45.29,12,"human_resources",0.92,90451,0,1,"E"
50.24,13,"it_support",0.99,100747,1,4.06,"C"
42.98,10,"customer_service",0.95,85816,0,37.62,"D"
47.68,7,"human_resources",1,95818,1,1,"D"
52.77,9,"it_support",1,105550,0,12.32,"D"
45.09,11,"human_resources",0.1,90743,1,1,"C"
41.22,10,"human_resources",0,82241,0,1,"E"
42.32,14,"customer_service",0.24,84766,0,2.85,"C"
40.39,7,"human_resources",1,80625,0,1,"C"
39.33,10,"customer_service",0.02,78456,1,15.31,"C"
45.04,10,"customer_service",0.92,90317,0,52.65,"D"
39.77,11,"it_support",0.93,79322,0,2.7,"B"
42.83,4,"customer_service",0.41,85332,0,54.11,"D"
41.49,11,"human_resources",1,83094,1,1,"D"
44.04,9,"it_support",1,88925,0,3.14,"A"
41.67,14,"customer_service",0.16,83657,0,70.89,"E"
40,8,"human_resources",0.97,80135,1,1,"E"
44.85,9,"human_resources",0.62,89439,1,1,"C"
47.22,14,"it_support",0.53,94530,1,2.34,"A"
46.61,17,"it_support",0.12,93286,1,3.55,"B"
48.75,16,"human_resources",0.01,97381,1,1,"E"
47.2,10,"customer_service",0.5,94687,0,9.47,"E"
41.61,8,"customer_service",0.7,82969,1,9.81,"E"
44.45,7,"it_support",0.47,88381,0,8.18,"C"
50.56,6,"it_support",0,100843,1,4.74,"A"
39.12,6,"it_support",0.94,78443,0,9.26,"E"
39.96,5,"human_resources",0.37,79399,1,1,"D"
41.12,3,"human_resources",0.24,81956,1,1,"C"
41.92,8,"it_support",0.68,83945,0,7.53,"C"
33.73,6,"it_support",0.13,67383,0,1.81,"A"
45.91,9,"human_resources",0.33,91470,1,1,"C"
52.56,13,"human_resources",0.99,105424,0,1,"E"
46.57,5,"it_support",0.9,93415,0,3.53,"C"
46.18,13,"human_resources",0.17,92411,1,1,"E"
46.2,11,"human_resources",0.39,91716,1,1,"E"
47.22,10,"it_support",0.98,94591,1,5.47,"B"
48.26,13,"human_resources",0.63,96599,0,1,"D"
43.87,11,"customer_service",1,87728,0,8.88,"E"
56.2,9,"human_resources",0.9,112948,1,1,"B"
50.15,8,"human_resources",0.01,99895,1,1,"B"
49.41,5,"customer_service",0.83,98768,0,1,"C"
49.62,9,"customer_service",1,99158,0,67.53,"C"
44.56,12,"customer_service",0.92,89083,0,4.38,"A"
43.71,6,"it_support",0.48,87221,1,3.91,"A"
39.29,7,"human_resources",0.98,78579,1,1,"B"
49.47,9,"human_resources",0.66,99224,1,1,"D"
51.52,12,"human_resources",1,103175,0,1,"D"
48.44,8,"human_resources",0.95,96710,0,1,"D"
42.54,11,"it_support",1,85797,1,5.12,"C"
50.5,11,"customer_service",0.97,100842,1,1.92,"B"
44.05,7,"customer_service",1,88255,0,63.74,"A"
39.3,3,"customer_service",0.19,78294,0,67.52,"E"
46.11,6,"customer_service",0.06,92679,0,37.47,"D"
48.19,10,"human_resources",0.98,95952,0,1,"D"
42.57,5,"customer_service",0.25,85306,0,34.96,"B"
44.72,7,"it_support",1,89177,0,5.95,"E"
43,16,"human_resources",0.84,85817,0,1,"A"
48.89,9,"human_resources",0.96,97272,0,1,"A"
41.88,6,"human_resources",0.76,83849,0,1,"C"
42.08,15,"human_resources",0.04,84631,1,1,"D"
41.94,19,"human_resources",0.89,84280,0,1,"B"
46.01,7,"it_support",0.01,92265,0,8.06,"E"
46.91,8,"customer_service",0.22,93987,0,138.62,"D"
47.54,14,"human_resources",1,95471,1,1,"C"
46.3,11,"human_resources",0.82,92974,0,1,"D"
43.25,7,"human_resources",0.92,86633,1,1,"D"
34.36,5,"customer_service",0.01,68589,0,119.53,"E"
47.26,11,"human_resources",0.77,94909,1,1,"B"
46.21,11,"human_resources",0.94,92987,1,1,"D"
50.17,11,"human_resources",0.98,99836,0,1,"A"
42.13,11,"human_resources",0.75,83572,1,1,"C"
45.51,8,"customer_service",0,90505,0,20.66,"D"
46.3,12,"customer_service",0,92627,0,63.25,"A"
46.61,6,"it_support",0.01,93101,0,15.5,"E"
45.17,12,"human_resources",0.18,91034,0,1,"C"
43.05,7,"customer_service",0.3,86598,0,7.75,"E"
41.7,8,"human_resources",0.99,83545,1,1,"D"
47.49,11,"customer_service",1,95016,0,17.2,"D"
42.66,8,"human_resources",0.56,85625,1,1,"B"
45.4,7,"human_resources",0.12,90852,0,1,"B"
41.1,8,"customer_service",0.59,82447,0,13.02,"C"
48.33,9,"customer_service",0.22,96746,0,6.11,"C"
40.14,9,"human_resources",0.74,80328,0,1,"A"
38.92,7,"it_support",0.53,77999,0,4.03,"E"
49.05,13,"customer_service",0.99,98238,0,42.89,"C"
42.02,7,"human_resources",0.91,84146,1,1,"D"
40.03,9,"it_support",0.08,79921,0,11.89,"C"
43.12,12,"human_resources",0.16,86568,0,1,"E"
48.66,9,"human_resources",0.67,97707,0,1,"C"
40.44,10,"customer_service",0.69,81357,0,84.2,"B"
54.6,11,"customer_service",1,109075,0,19.68,"D"
42.71,7,"human_resources",0.66,85352,1,1,"C"
42.51,13,"customer_service",0.72,85635,0,45.15,"A"
53.86,14,"customer_service",0.39,107362,0,20.02,"B"
49.86,13,"human_resources",0.98,99587,1,1,"A"
39.72,8,"human_resources",1,79467,0,1,"B"
41.5,6,"it_support",0.03,83298,0,8.53,"E"
43.74,8,"human_resources",1,87268,0,1,"E"
42.05,10,"human_resources",0.01,84117,1,1,"C"
40.93,9,"customer_service",0.12,81651,0,54.01,"E"
48.08,8,"customer_service",0.8,96202,0,50.73,"C"
46.45,16,"human_resources",0.24,93033,1,1,"E"
53.01,12,"customer_service",0.86,105852,0,62.42,"D"
53.74,11,"human_resources",0.58,107058,0,1,"C"
48.89,8,"it_support",0.09,97896,1,2.51,"C"
44.03,12,"customer_service",0.2,88036,0,75.78,"C"
45.03,11,"customer_service",0.75,89611,0,3.27,"C"
41.94,4,"human_resources",0.73,84106,1,1,"B"
38.44,6,"human_resources",0.94,76805,0,1,"E"
50.08,9,"customer_service",0.66,100838,0,68.62,"A"
40.39,10,"it_support",0.93,80588,1,1.73,"B"
51.78,7,"it_support",0.95,103953,0,15.9,"C"
46.84,13,"human_resources",0.73,92987,1,1,"B"
42.74,13,"it_support",0.97,85332,0,0.72,"B"
52.48,10,"human_resources",0.61,104921,1,1,"E"
45.52,7,"human_resources",0.97,91377,0,1,"E"
39.26,6,"it_support",0.47,78478,0,5.96,"E"
46.2,10,"human_resources",0.39,93060,0,1,"D"
46.3,8,"it_support",0.76,92503,0,12.63,"E"
45.43,12,"human_resources",0.53,90800,1,1,"E"
45.84,9,"human_resources",0.04,91926,1,1,"E"
45.53,7,"human_resources",0.99,90762,0,1,"B"
42.54,3,"human_resources",0.85,84929,0,1,"E"
49.87,10,"it_support",0.49,99270,1,7.62,"C"
49.23,8,"customer_service",0.37,98421,0,77.67,"A"
45.86,7,"it_support",0.73,91649,0,5.48,"B"
42.4,4,"customer_service",0.83,84617,0,5.76,"D"
48.66,19,"it_support",0.62,97728,0,19.47,"A"
42.04,11,"human_resources",0.48,84505,1,1,"E"
51.77,15,"human_resources",0.17,102941,0,1,"E"
53.65,8,"it_support",0.01,107347,0,16.51,"E"
42.2,8,"it_support",0.98,84236,0,5.26,"E"
41.71,6,"customer_service",0.73,83431,0,42.46,"B"
45.44,15,"customer_service",0,90496,0,1.96,"D"
42.46,8,"it_support",1,84827,0,8.28,"A"
50.15,10,"human_resources",0.94,100187,1,1,"D"
43.46,9,"it_support",0,87129,0,6.98,"C"
42.37,7,"human_resources",0.99,84895,0,1,"C"
49.92,3,"human_resources",0.84,99782,1,1,"B"
46.92,13,"customer_service",0.88,94149,0,87.52,"D"
38.3,11,"human_resources",0.11,76781,0,1,"A"
45.58,7,"human_resources",0.26,91060,0,1,"C"
41.79,12,"customer_service",0.13,82870,0,6.55,"A"
46.52,9,"customer_service",0.78,92981,1,17.34,"A"
41.47,4,"it_support",0.59,82708,0,10.26,"B"
40.88,12,"human_resources",0.55,81505,0,1,"A"
47.99,6,"it_support",0.84,96158,0,5.28,"C"
49.37,10,"it_support",0.83,98805,1,3.66,"A"
45.13,8,"it_support",0.98,90954,0,14.06,"D"
46.53,11,"human_resources",0.42,93107,0,1,"C"
47.3,8,"human_resources",0.63,94838,0,1,"A"
48.98,9,"it_support",0.82,98150,0,4.54,"A"
46.89,12,"human_resources",0.01,93875,1,1,"E"
40.34,12,"it_support",0.27,81147,0,12.04,"B"
42.03,14,"customer_service",0.03,83675,0,134.37,"E"
49.65,12,"it_support",0.99,99454,0,11.23,"C"
42.23,9,"it_support",0.06,83870,0,10.99,"B"
40.6,3,"human_resources",0.3,81008,1,1,"C"
44.69,7,"human_resources",0.42,89583,0,1,"B"
49.8,8,"customer_service",0.66,98924,0,2.16,"A"
43.49,9,"it_support",0.1,86953,1,0.26,"A"
39.08,9,"it_support",0.37,78406,1,8.01,"A"
49.45,8,"human_resources",0.22,98964,1,1,"D"
45.59,8,"human_resources",0.49,91570,1,1,"B"
45.62,9,"customer_service",1,91360,0,16.3,"A"
48.12,8,"human_resources",0.94,96201,1,1,"A"
45.61,7,"human_resources",0.98,91066,0,1,"D"
44,13,"human_resources",0.99,87838,1,1,"B"
38.85,6,"customer_service",0.86,77841,0,20.76,"A"
35.07,9,"human_resources",0,70217,1,1,"A"
44.07,8,"customer_service",0.45,88094,0,8.05,"E"
49.85,8,"human_resources",0.95,100241,0,1,"A"
39.54,4,"human_resources",1,79295,1,1,"B"
46.21,7,"it_support",0.06,92596,1,4.34,"C"
41.61,10,"it_support",0.34,83155,1,4.14,"B"
50.7,7,"customer_service",0.36,101383,0,25.4,"E"
42.93,5,"customer_service",0.96,86015,0,113.24,"E"
47.68,14,"it_support",0.98,95553,1,4.52,"E"
40.46,4,"customer_service",0.61,81376,0,5.75,"E"
39.99,8,"it_support",0.98,80134,1,0.13,"A"
49.81,7,"customer_service",0.82,99784,0,13.29,"D"
39.21,7,"customer_service",1,78234,0,99.34,"E"
44.36,7,"it_support",0.76,89248,0,1.71,"D"
41.24,7,"human_resources",0.87,82755,1,1,"E"
54.85,6,"human_resources",0.18,109275,0,1,"C"
49.69,13,"it_support",0.73,99923,0,5.84,"D"
49.1,13,"it_support",0.99,98274,0,7.9,"D"
50.36,8,"customer_service",0.2,100513,0,21.44,"C"
46.13,10,"human_resources",0.77,92022,0,1,"D"
49.93,9,"it_support",0.33,99979,0,3.88,"B"
35.08,6,"customer_service",0.52,70247,0,49.74,"B"
38.63,4,"customer_service",0.96,76587,0,9.79,"B"
44.27,11,"human_resources",0.72,88703,1,1,"B"
46.31,12,"customer_service",0.01,92381,0,16.51,"B"
48.61,13,"customer_service",0.94,97179,0,28.98,"B"
41.55,11,"human_resources",0.85,82948,1,1,"E"
46.18,12,"human_resources",0.18,92661,0,1,"B"
41.72,12,"human_resources",0.49,83487,1,1,"C"
48.43,8,"it_support",0.32,96804,1,5.5,"A"
44.01,10,"human_resources",0.03,87620,0,1,"C"
38.51,12,"human_resources",0.38,77002,1,1,"C"
44.33,8,"human_resources",0.29,89100,1,1,"C"
43.67,10,"human_resources",0.03,86960,0,1,"A"
43.91,10,"human_resources",0.92,88089,1,1,"D"
47.42,10,"it_support",0.16,94978,0,6.82,"D"
49.62,10,"it_support",0.05,99475,0,10.42,"C"
46.65,9,"it_support",0.6,93622,0,9.14,"E"
48.24,8,"human_resources",1,96510,0,1,"C"
41.7,7,"human_resources",1,83609,0,1,"C"
45.63,13,"human_resources",0.48,91238,1,1,"C"
45.24,3,"human_resources",0.17,90585,1,1,"E"
49.26,10,"customer_service",0.47,98101,1,21.19,"A"
47.84,9,"human_resources",0.46,95596,0,1,"E"
46.76,13,"human_resources",0.07,93081,0,1,"E"
49.64,8,"customer_service",0.15,99501,0,58.61,"A"
40.65,7,"it_support",0.91,81371,1,1.22,"D"
48.49,8,"customer_service",0.09,97235,0,51.85,"E"
39.73,3,"customer_service",0.01,79266,0,8.87,"A"
42.22,12,"it_support",1,84759,0,4.76,"B"
42.86,3,"human_resources",0.81,85603,1,1,"A"
41.76,5,"human_resources",0.19,83547,1,1,"D"
38.05,3,"human_resources",0.75,76201,1,1,"E"
45.37,7,"customer_service",0.66,90466,1,8.97,"E"
47.17,5,"it_support",0.62,94143,0,7.24,"B"
48.79,11,"human_resources",0.04,97872,1,1,"A"
42.69,9,"human_resources",0.02,85442,0,1,"D"
52.87,8,"human_resources",0.36,105709,1,1,"E"
41.36,10,"customer_service",0.53,82485,0,30.93,"D"
51.4,17,"human_resources",0.96,102993,1,1,"C"
46.83,10,"human_resources",0.36,93626,1,1,"A"
45.75,12,"human_resources",0.19,91641,1,1,"C"
50.27,11,"customer_service",0.59,100300,0,23.45,"B"
51.94,14,"human_resources",0.85,103694,0,1,"B"
49.77,7,"human_resources",0.05,99064,1,1,"B"
42.52,8,"customer_service",0.52,85002,0,19.02,"E"
44.56,17,"human_resources",1,88446,0,1,"B"
44.11,14,"it_support",0.99,88601,0,3.88,"E"
46.54,10,"human_resources",0.95,93158,0,1,"E"
40.82,6,"customer_service",0.87,82089,0,59.15,"C"
48.65,7,"it_support",0.62,97397,1,1.54,"E"
42.44,6,"human_resources",0.8,84553,1,1,"D"
43.22,8,"human_resources",1,86564,0,1,"B"
42.11,6,"human_resources",0.54,84297,0,1,"E"
46.83,11,"customer_service",0.16,93534,0,82.75,"E"
45.99,5,"it_support",0.71,91717,0,5.5,"B"
51.29,10,"customer_service",0.24,102860,1,22.74,"E"
44.85,15,"it_support",0.71,89610,0,4.19,"A"
37.26,6,"it_support",0.3,74547,0,2.45,"E"
46.48,7,"customer_service",0.6,92968,0,4.17,"C"
43.12,11,"human_resources",0.97,86320,1,1,"D"
37.32,6,"human_resources",0.88,74836,0,1,"D"
42.47,12,"customer_service",0.02,84940,0,65.54,"B"
43.44,8,"human_resources",0.49,86790,1,1,"D"
41.77,3,"human_resources",0.91,83894,0,1,"E"
46.46,11,"customer_service",0.65,92808,0,89.69,"B"
40.68,9,"human_resources",0.87,81567,0,1,"A"
46.19,4,"human_resources",0.11,92769,0,1,"C"
46.46,7,"it_support",0.18,92710,1,2.19,"A"
42.62,11,"it_support",0.25,85503,0,8.56,"D"
44.4,8,"human_resources",0.55,89340,1,1,"B"
44.81,5,"it_support",0.8,89831,0,2.52,"A"
47.53,11,"human_resources",0.2,94938,1,1,"B"
41.13,5,"customer_service",0.07,82033,0,16.77,"A"
43.16,9,"human_resources",0.69,85870,0,1,"E"
37.23,5,"human_resources",0.97,74189,1,1,"C"
43.82,11,"human_resources",1,87626,1,1,"A"
44.11,8,"it_support",0.89,88325,0,11.24,"C"
41.83,9,"human_resources",0.91,83435,0,1,"D"
49.57,8,"customer_service",0.5,99230,0,120.6,"C"
42.46,12,"it_support",0.1,85112,0,10.57,"C"
41.21,8,"human_resources",0.27,82459,1,1,"D"
46.17,10,"human_resources",0.89,92948,1,1,"A"
52.42,13,"customer_service",0.96,105105,1,7.18,"B"
46,8,"it_support",0.97,91916,0,8.6,"E"
41.76,5,"it_support",0.53,83725,0,8.55,"C"
40.17,15,"human_resources",0.96,80188,0,1,"A"
40.36,8,"it_support",0.41,80367,0,11.53,"A"
44.33,5,"human_resources",0.28,88509,1,1,"C"
41.29,8,"it_support",0.96,82223,0,6.44,"C"
42.02,16,"customer_service",0.99,84051,0,1.58,"C"
48.92,7,"it_support",0.35,97785,1,4.08,"C"
47.53,12,"human_resources",0.95,94721,0,1,"C"
50.32,8,"human_resources",0.97,100084,0,1,"E"
50.76,9,"human_resources",0.75,101392,0,1,"E"
42.89,11,"human_resources",0.66,85275,1,1,"B"
47.86,11,"human_resources",0.98,95649,1,1,"C"
48.08,11,"it_support",0.4,96306,0,7.45,"A"
51.49,10,"human_resources",0.71,103546,0,1,"B"
48.1,11,"human_resources",0.88,95848,0,1,"E"
45.14,8,"human_resources",0.97,90233,1,1,"B"
38.86,11,"human_resources",0.99,77960,0,1,"B"
44.38,8,"it_support",0.49,88722,1,2.97,"D"
37.08,11,"it_support",0.98,74327,0,9.26,"B"
38.09,6,"human_resources",0.88,76303,1,1,"D"
46.39,7,"human_resources",0.94,92372,0,1,"A"
44.88,11,"human_resources",0.76,89910,0,1,"D"
45.25,11,"customer_service",0.86,90626,0,113.74,"A"
43.37,19,"customer_service",0.91,86662,0,5.09,"A"
44.05,4,"human_resources",0.73,87718,1,1,"A"
44.21,8,"customer_service",0.89,88407,0,14.32,"D"
39.92,7,"human_resources",1,79262,0,1,"B"
52.66,8,"human_resources",0.94,105013,0,1,"A"
47.95,11,"human_resources",0.79,95952,0,1,"D"
38.82,6,"customer_service",0,77481,0,61.38,"D"
42.57,9,"human_resources",0.56,84880,0,1,"A"
48.12,10,"human_resources",0.04,96333,0,1,"D"
47.06,9,"it_support",0.01,94106,1,2.73,"C"
43.63,14,"customer_service",0.71,86827,0,4.98,"E"
49.91,8,"human_resources",0.73,99293,0,1,"E"
49.85,13,"customer_service",0.91,99838,0,8.31,"B"
46.68,11,"it_support",0.39,93827,0,3.76,"C"
46.52,5,"customer_service",0.22,93034,0,25.2,"C"
45.46,8,"human_resources",0.27,90339,1,1,"D"
48.64,10,"it_support",0.97,96910,0,6.06,"A"
52.63,8,"customer_service",0.91,105041,0,20.13,"A"
44.1,9,"human_resources",0.07,88218,0,1,"D"
47.96,9,"customer_service",0.47,95849,0,9.85,"A"
51.51,13,"human_resources",0.97,102939,1,1,"A"
43.22,11,"customer_service",1,86331,0,42.91,"A"
50,9,"customer_service",0.75,100425,0,89.72,"C"
37.09,10,"human_resources",0.51,73731,0,1,"A"
49.87,12,"customer_service",1,100079,0,51.11,"E"
43.56,8,"human_resources",0.27,87404,0,1,"A"
41.83,8,"it_support",0.2,83866,1,3.42,"C"
40.77,7,"customer_service",0.76,81228,0,39.58,"B"
42.16,9,"human_resources",0.77,84537,0,1,"D"
43.19,7,"customer_service",0.88,86848,0,19.74,"A"
40.99,10,"customer_service",0.87,82373,0,114.92,"D"
43.93,9,"human_resources",0.51,88024,0,1,"E"
51.31,12,"customer_service",0.91,102256,0,9.73,"A"
47.73,8,"it_support",0.37,95533,0,5.88,"B"
40.51,14,"human_resources",1,80878,1,1,"D"
42.2,6,"human_resources",0.63,84115,0,1,"D"
43.76,12,"human_resources",0.12,87591,0,1,"A"
44.55,9,"human_resources",0.26,88685,1,1,"E"
50.84,8,"customer_service",0.01,102003,0,7.96,"C"
48.54,8,"customer_service",0.61,96867,0,18.8,"E"
45.35,12,"human_resources",0.79,90707,0,1,"A"
47.18,14,"human_resources",0.04,94541,1,1,"A"
48.66,4,"human_resources",0.84,97675,0,1,"B"
43.78,4,"customer_service",0.21,87404,0,35.85,"E"
40.97,4,"it_support",0.68,81947,0,1.42,"C"
51.32,15,"it_support",0.99,101956,0,9.69,"E"
40.45,10,"human_resources",0.01,80769,1,1,"C"
34.76,3,"it_support",0.01,69292,0,1.71,"A"
45.08,12,"it_support",0.74,90132,0,4.86,"C"
38.94,15,"customer_service",0.92,78168,0,61.13,"E"
43.66,9,"human_resources",0.8,87213,0,1,"D"
44.94,6,"customer_service",0.71,89755,0,0.86,"C"
45.96,12,"human_resources",0.89,91315,1,1,"E"
45.26,10,"human_resources",0.99,90495,1,1,"D"
44.21,5,"it_support",0.17,88699,0,9.46,"D"
44.6,10,"human_resources",0.89,89069,0,1,"A"
48.57,15,"human_resources",0.99,97344,1,1,"C"
43.56,10,"customer_service",0.29,87253,0,71.52,"E"
41.76,7,"it_support",0.97,83252,0,5.68,"A"
43.25,7,"human_resources",0.86,87016,1,1,"C"
50.8,10,"human_resources",0.92,101100,1,1,"C"
43.2,13,"human_resources",1,86598,1,1,"E"
44.45,10,"human_resources",0.67,89334,1,1,"B"
48.12,9,"customer_service",0.93,96185,0,33.81,"D"
38.17,15,"customer_service",1,76015,0,108.71,"B"
45.84,6,"customer_service",0.78,91524,0,30.31,"E"
50.43,11,"human_resources",0.9,100905,1,1,"D"
42.98,16,"human_resources",0.28,85965,0,1,"E"
50.05,12,"customer_service",0.01,99720,0,29.17,"B"
46.91,7,"customer_service",0.98,93564,0,65.21,"A"
51.28,10,"human_resources",0.91,102290,1,1,"B"
45.84,10,"human_resources",0.32,91071,0,1,"D"
40.77,13,"customer_service",0.98,81455,0,8.55,"C"
40.35,10,"human_resources",0.4,80491,1,1,"D"
47.01,10,"human_resources",0.92,94237,0,1,"C"
41.96,7,"human_resources",0.99,84215,1,1,"D"
48.93,13,"human_resources",0.82,97539,0,1,"B"
49.11,13,"customer_service",0.61,97960,0,3.39,"C"
45.81,11,"customer_service",0.93,91774,0,18.9,"B"
46.52,9,"human_resources",0.29,93218,0,1,"C"
46.13,9,"it_support",0.63,92231,0,10.61,"D"
40.1,3,"human_resources",0.04,80489,0,1,"B"
45.46,6,"human_resources",0.14,91135,1,1,"D"
40.59,7,"human_resources",0.98,81436,1,1,"B"
42.92,8,"it_support",0.1,86308,1,8.28,"E"
49.75,9,"human_resources",0.9,98957,0,1,"E"
45.06,8,"human_resources",0.01,90495,1,1,"D"
37.65,6,"it_support",1,75088,0,11.3,"D"
46.92,8,"it_support",0.2,94220,0,2.15,"C"
43.5,8,"human_resources",0.06,86864,0,1,"A"
42.25,9,"human_resources",0.98,84221,1,1,"E"
46.48,11,"human_resources",0.09,93113,0,1,"B"
44.45,6,"human_resources",0.21,89248,0,1,"A"
45.36,13,"customer_service",0.64,90566,0,15.61,"E"
43.91,8,"it_support",0.02,87926,0,10.09,"C"
44.33,14,"human_resources",0.86,88364,1,1,"D"
46.04,13,"human_resources",0.42,92488,0,1,"E"
46.35,14,"human_resources",0,92487,1,1,"A"
41.71,11,"human_resources",0.91,83657,1,1,"E"
47.61,9,"human_resources",0.24,95130,0,1,"A"
43.73,11,"human_resources",0.64,87706,0,1,"E"
46.08,10,"human_resources",0.27,91873,1,1,"D"
50.57,10,"it_support",0.7,101103,0,10.57,"E"
41.9,8,"human_resources",1,83587,0,1,"C"
51.52,10,"human_resources",0.21,103283,1,1,"E"
39.95,5,"it_support",0.7,79970,0,6.31,"D"
35.78,8,"customer_service",0.01,71463,0,2.7,"E"
